Price,Close,High,Low,Open,Volume
Ticker,WALMEX.MX,WALMEX.MX,WALMEX.MX,WALMEX.MX,WALMEX.MX
Date,,,,,
2015-01-02,24.039812088012695,24.93075392493328,23.930398596642664,24.64158927184191,8595016
2015-01-05,23.312992095947266,23.992922459352908,23.156685819798554,23.836616183204193,19050026
2015-01-06,23.547447204589844,23.703753462053232,23.25046710418574,23.3911424377734,15378022
2015-01-07,23.922582626342773,24.12578017074891,23.5474478955523,23.5474478955523,14605496
2015-01-08,23.774089813232422,24.172669406125145,23.70375215033095,23.852242937639264,18709574
2015-01-09,23.37550926208496,23.914764158674434,23.320802524436875,23.774088838638328,17303401
2015-01-12,22.78155517578125,23.445854690131092,22.742479347556618,23.297363859712352,18887646
2015-01-13,22.42205238342285,23.04727456767399,22.28137701930453,22.78155476670544,19426812
2015-01-14,22.828439712524414,22.89877737503269,22.187586779135113,22.27355536456675,40867160
2015-01-15,23.008197784423828,23.086350926870672,22.593987172908612,22.906598252048774,18288704
2015-01-16,22.984750747680664,23.148872491265195,22.820630494743302,22.976935284591196,15801341
2015-01-19,23.008197784423828,23.133242216079893,22.87533788945836,23.078535463561266,7988057
2015-01-20,23.18794822692871,23.289546265406933,22.89878205631858,23.008197048503387,15946399
2015-01-21,23.352067947387695,23.422405622673416,22.922227923439053,23.24265444834196,14742865
2015-01-22,23.844432830810547,23.91477050950755,23.31299325427637,23.445853148409913,23888206
2015-01-23,23.477109909057617,23.87568801435591,23.383325860921804,23.695936870296386,10800678
2015-01-26,23.914772033691406,23.946032398078426,23.367701495769307,23.524007789646276,24612667
2015-01-27,23.813169479370117,23.946029365143705,23.56308063336033,23.8366158676762,12819433
2015-01-28,23.609975814819336,23.98511063637595,23.531824155532085,23.774097578746733,10687980
2015-01-29,23.45366859436035,23.750648744802923,23.352069062696465,23.53182173626014,10900126
2015-01-30,22.625246047973633,23.453665671311562,22.429863962898377,23.453665671311562,15865018
2015-02-03,22.22666358947754,23.13323622970652,22.13287954468114,22.719025725379883,44227643
2015-02-04,22.69558334350586,22.76591952157756,22.27355733119374,22.35171046206417,26804774
2015-02-05,23.125425338745117,23.211393939244736,22.508017190878984,22.81281427871985,19785201
2015-02-06,25.149585723876953,25.298075055900608,23.92258629761866,23.92258629761866,66233006
2015-02-09,25.634132385253906,25.72791496383847,25.00891022586614,25.087061877804203,33830229
2015-02-10,25.813880920410156,26.14212438370938,25.56379208232223,25.6497606794076,38306145
2015-02-11,25.407482147216797,25.892031809730142,25.28243774621515,25.79043230226203,27781697
2015-02-12,25.88422393798828,25.93111672279922,25.407491060275266,25.407491060275266,21715153
2015-02-13,25.766992568969727,26.087419097037692,25.56379351333973,25.884220041407694,12597207
2015-02-16,25.77480697631836,25.884220478291567,25.47782534146656,25.571610898553022,4207336
2015-02-17,26.06397247314453,26.149941079183808,25.407488459465277,25.77480778298058,16701885
2015-02-18,27.58013916015625,28.189730384856233,26.57196676446445,28.14283760553532,76350170
2015-02-19,27.854673385620117,27.925271103825906,27.376181064798974,27.454621643998166,19595931
2015-02-20,27.988035202026367,28.082164526607936,27.642892350349094,27.68995551648124,21386702
2015-02-23,28.176300048828125,28.231212075256167,27.85468870947553,27.85468870947553,18922480
2015-02-24,28.380247116088867,28.44299900812508,27.93312903817961,28.23905161861041,28003788
2015-02-25,29.10190200805664,29.298006477092915,28.23904354122372,28.23904354122372,44462312
2015-02-26,28.874425888061523,29.101904819962527,28.333175586141607,28.95286648632849,21466448
