Price,Close,High,Low,Open,Volume
Ticker,VESTA.MX,VESTA.MX,VESTA.MX,VESTA.MX,VESTA.MX
Date,,,,,
2015-01-02,22.712188720703125,23.86690799617067,21.980324740707662,23.66361236000401,460325
2015-01-05,21.19154167175293,22.93175378197136,20.345832432610248,22.769116614317046,5766602
2015-01-06,21.833951950073242,22.175488685810418,21.207801009384646,21.2647235401704,5185944
2015-01-07,22.224275588989258,22.321858162332763,21.57373027010717,21.858342877729093,3378946
2015-01-08,22.281204223632812,22.443841373486006,21.96406348754418,21.96406348754418,361399
2015-01-09,22.126697540283203,22.354389223963274,21.955929940790178,22.232412145607867,515862
2015-01-12,22.19988250732422,22.281201070743876,21.955928368087832,22.281201070743876,445954
2015-01-13,22.012849807739258,22.354386516380796,21.95592728146942,22.32186002323625,467486
2015-01-14,22.191753387451172,22.199883848363946,21.996588203045512,21.996588203045512,1086057
2015-01-15,22.476364135742188,22.606473213582635,21.95592782438039,22.142959429898216,1159452
2015-01-16,21.9559268951416,22.443836691904803,21.76076328664082,22.443836691904803,9956089
2015-01-19,21.97219467163086,22.32999390617981,21.94779863476594,21.95593064705425,1000952
2015-01-20,21.996583938598633,22.297462117789063,21.947793427467506,21.955925437826426,1420120
2015-01-21,22.012849807739258,22.199881408632297,21.95592728146942,21.99658578565573,2618518
2015-01-22,22.159225463867188,22.2649385175751,22.004720338273135,22.037248386197227,1559986
2015-01-23,22.305593490600586,22.60647011016886,21.64691618057864,22.159220410368523,2370294
2015-01-26,22.370649337768555,23.167567764818443,21.964058113638313,22.321858825159207,1171375
2015-01-27,22.11043357849121,22.3706517417342,21.996586968805456,22.3706517417342,318317
2015-01-28,21.9559268951416,22.199881018011958,21.9559268951416,22.199881018011958,767759
2015-01-29,22.931747436523438,23.175701569477337,22.362519058267605,22.362519058267605,25885387
2015-01-30,23.566028594970703,23.71240169386236,22.76911011325228,22.93174723447024,4499221
2015-02-03,23.875038146972656,24.31415588033703,23.582291957381415,23.582291957381415,13170354
2015-02-04,23.834379196166992,24.37921154590505,23.74493017377773,23.866907241415863,5426204
2015-02-05,23.923830032348633,24.14338968712237,23.777456929166142,23.793720951969213,3418381
2015-02-06,23.57416534423828,23.9482301778128,23.460320267117833,23.907570113824892,4102452
2015-02-09,23.533498764038086,23.980748457428863,23.3871256859037,23.785584870257125,1825391
2015-02-10,23.582290649414062,23.590422659898618,23.183831441805275,23.500972095590914,3236392
2015-02-11,23.175701141357422,23.6229508938518,23.078118559364952,23.6229508938518,3152162
2015-02-12,23.484710693359375,23.500974716142057,23.3058110958176,23.36273362453441,1688321
2015-02-13,23.566028594970703,23.744929738514966,23.378996991285824,23.582292617297007,1599890
2015-02-16,23.704269409179688,23.793719979919665,23.175701097854184,23.58229234518496,65530
2015-02-17,23.46844482421875,23.7855854674577,23.21635716064806,23.7855854674577,952873
2015-02-18,23.273284912109375,23.4196564660407,23.175702325132555,23.37899795956354,1007519
2015-02-19,23.362733840942383,23.500974933830552,22.769110963078962,23.1757022302768,673108
2015-02-20,23.43592071533203,23.509107268515663,23.26515312525196,23.419656692175085,593687
2015-02-23,23.46844482421875,23.6066858958141,23.338335762837524,23.419652762934025,1134140
2015-02-24,23.460317611694336,23.62295319616905,23.419657552308653,23.419657552308653,1814150
2015-02-25,23.338340759277344,23.582294913839018,23.021198497119943,23.46844984851326,806875
2015-02-26,23.126911163330078,23.48471035323164,22.76911042240595,23.338338803375123,2384095
2015-02-27,23.346471786499023,23.54163697610949,23.135045674629346,23.378999835108342,1944811
2015-03-02,23.43592071533203,23.72866692806657,23.061857488858,23.17570254891138,1848960
2015-03-03,23.110645294189453,23.44404997465308,22.85042715831759,22.85042715831759,944587
2015-03-04,23.135046005249023,23.25702308723168,22.89922230252951,23.12691399298048,744154
2015-03-05,22.809768676757812,23.248887974563075,22.76911017185994,23.151305391376614,2920944
2015-03-06,22.9073543548584,23.47658280646992,22.7691132480969,22.956144877532235,2134949
