Price,Close,High,Low,Open,Volume
Ticker,GRUMAB.MX,GRUMAB.MX,GRUMAB.MX,GRUMAB.MX,GRUMAB.MX
Date,,,,,
2015-01-02,128.4189453125,133.3972695066201,128.242343652375,131.63130423187167,420132
2015-01-05,124.27320861816406,128.1499143450039,123.936840196494,128.1499143450039,801315
2015-01-06,127.51919555664062,128.41900084398753,123.61726340197944,124.96276255805472,382979
2015-01-07,125.12248229980469,128.94873206119024,124.87861724537566,127.821884318499,757212
2015-01-08,129.4617156982422,131.09312881615003,125.18977178245467,126.72027698185354,559393
2015-01-09,129.831787109375,131.01750701355357,126.40077518354123,126.40077518354123,368545
2015-01-12,127.59488677978516,131.0174936363695,127.3257946259025,131.0174936363695,339159
2015-01-13,126.3839340209961,129.3356198447304,125.4925462540629,127.02305191550015,415611
2015-01-14,128.8899383544922,131.01750002742617,124.87868018596467,125.29914712261775,1235795
2015-01-15,130.025146484375,130.34470535200415,128.24237139471376,128.2507761111568,705157
2015-01-16,130.3110809326172,130.34471263189582,129.08331218707102,129.08331218707102,413230
2015-01-19,129.51217651367188,130.76517217187535,128.91512085538344,130.57176104061847,147750
2015-01-20,131.98455810546875,132.02660736203774,129.08333904504963,130.76520665475712,1112899
2015-01-21,136.17237854003906,138.53541285349792,130.85768459308844,132.2788645016526,1675896
2015-01-22,140.88160705566406,142.85780617741094,135.34826234640144,136.15556426020382,1256851
2015-01-23,139.38478088378906,141.26847726293332,138.9222647157367,140.41072117233,698730
2015-01-26,142.37850952148438,142.70647321301544,138.83818516311464,139.37638231925877,1029581
2015-01-27,140.4695587158203,142.49621199962476,137.26560339209578,142.49621199962476,1458039
2015-01-28,139.94818115234375,142.10938686397637,138.48495193324356,142.10938686397637,355473
2015-01-29,140.3181915283203,140.77229006044564,139.56976108147882,140.351823228925,1206053
2015-01-30,136.5339813232422,142.2775594147261,134.96984429663289,140.42750804053722,1892791
2015-02-03,141.47869873046875,142.62236914382356,135.3903337606048,136.56763587804474,1307880
2015-02-04,142.1429901123047,142.95869664321083,141.4618360225356,142.53822988837786,683569
2015-02-05,145.67494201660156,146.2551883256834,141.96643413233193,142.8830487905131,1241934
2015-02-06,145.6665496826172,146.3224770012648,143.9678598625044,145.06107633746078,1732203
2015-02-09,143.95944213867188,145.8178984297346,143.57260699080143,145.66653652293527,598243
2015-02-10,144.6658477783203,145.48155463139688,143.71558843096406,145.26291645191642,712940
2015-02-11,142.0757293701172,145.0610462209908,141.45344671741137,144.95172074670316,1006666
2015-02-12,142.47938537597656,144.88445618252248,142.07574080772278,144.88445618252248,955401
2015-02-13,141.57118225097656,143.1269017730797,140.77228503430777,143.11849705613596,1235349
2015-02-16,143.67352294921875,144.11079921974965,141.27685685211148,141.28526156944224,65990
2015-02-17,143.32032775878906,143.9173963459829,141.44504915580515,143.54738345607464,326483
2015-02-18,142.13461303710938,143.7912533998436,141.69732393418914,143.379191280589,616200
2015-02-19,145.12835693359375,145.48154759025988,141.7393947416922,141.7393947416922,570537
2015-02-20,147.56704711914062,149.2573321260679,144.67423303935723,145.11152217113693,533628
2015-02-23,151.7212371826172,153.31901870696043,146.583132420411,147.55021375053073,792671
2015-02-24,148.44161987304688,151.662397474213,147.87819583552698,150.95600341628622,660485
2015-02-25,146.0196990966797,150.33369225485654,144.9769368896623,148.00430276059825,864039
2015-02-26,151.66236877441406,153.0499039800437,146.0196990861568,146.49061981457348,2768749
2015-02-27,154.00018310546875,156.14455364313784,151.28395818293072,151.36805668040483,1146475
2015-03-02,163.06544494628906,163.66250064400396,154.0001813483905,154.0001813483905,2105104
2015-03-03,160.45852661132812,163.14110665526636,158.93643895796566,161.45923957634608,1314547
2015-03-04,163.8643341064453,169.91064919725088,161.3751648177294,161.3751648177294,1375909
2015-03-05,166.65626525878906,168.1783663152214,163.87277625123116,163.87277625123116,843757
2015-03-06,165.96664428710938,166.6562031187903,164.71364869071178,165.8152695771717,379168
2015-03-09,169.74244689941406,171.55044894931694,165.51255205234105,165.96665053599645,1247434
2015-03-10,166.57215881347656,172.39141882625495,165.6723535413958,170.5834163956075,851404
2015-03-11,163.25045776367188,169.86860165263064,162.13201444071794,166.50486696643995,1254961
2015-03-12,170.28907775878906,170.84409709181637,164.20913057536876,165.5798438091038,770327
2015-03-13,173.82095336914062,174.3507455847888,168.86785552507675,171.0458702290995,792670
2015-03-17,172.7025604248047,175.75515404861295,170.03680197257117,172.94643839843224,1165828
2015-03-18,170.54135131835938,174.07327017589216,167.0935181290836,171.7691072942739,1122808
2015-03-19,167.43832397460938,173.13144920793266,166.92535386006134,171.39071013947859,1051992
2015-03-20,169.51544189453125,171.54209549131164,168.18676491193116,168.1951696307893,1324357
2015-03-23,165.5461883544922,169.4985736925339,165.14254382094467,169.4985736925339,762555
2015-03-24,167.80831909179688,170.61703451481196,167.48035546853018,168.7333384445756,1191150
2015-03-25,163.45220947265625,169.86853497408433,162.3169571606655,167.48028736393954,1410650
2015-03-26,164.2091522216797,164.5202936319843,162.35068281548257,163.45230407733803,1197414
2015-03-27,165.57147216796875,165.82375489989218,162.5777495892803,163.9148313873519,800186
2015-03-30,166.74871826171875,168.10262187393639,164.82298595943573,165.75642277073646,579025
2015-03-31,162.83837890625,167.52238513446014,161.45924833994476,166.6562117367052,1039316
2015-04-01,165.05006408691406,167.32898727231694,163.2168219129784,164.69687346587256,4182755
2015-04-06,168.16152954101562,170.2890909845639,165.46212645282407,166.9253558540046,1162249
2015-04-07,169.81813049316406,170.28064653201648,166.96736614849144,169.431295397498,769699
2015-04-08,169.4901885986328,170.19656982202918,168.50629771641005,169.80973467685698,1508940
2015-04-09,166.13485717773438,170.1208874741507,165.7648443023333,168.86789166092979,911962
2015-04-10,167.36264038085938,167.93446917804195,166.26101920915755,166.26942392736404,1838815
2015-04-13,170.52452087402344,170.91976070760208,167.337388054593,167.63170712682185,731315
2015-04-14,167.80831909179688,170.6674884827561,165.73121186723134,170.6674884827561,2007313
2015-04-15,169.79295349121094,170.11249962259987,168.3381287197129,168.640865413198,473472
2015-04-16,169.06968688964844,169.86016645210407,167.4550960698278,169.02763764729133,718374
2015-04-17,165.71437072753906,169.70040055234512,164.87343713989773,169.44811790972707,787917
2015-04-20,164.70526123046875,167.3037430667165,164.41092932741478,165.7143790198085,754763
2015-04-21,168.5399169921875,169.20426174720546,164.50343299210502,165.49574135035056,889586
2015-04-22,169.5826873779297,169.86860174682337,166.6982782104744,168.5231027389492,690001
2015-04-23,165.1930389404297,169.0192903249067,163.98209220645938,168.01857704248317,1294714
2015-04-24,161.9469757080078,166.0675447441401,161.58536762891347,166.0675447441401,883288
2015-04-27,156.97708129882812,163.02339623349644,155.69045385402885,161.94700219904513,1404715
2015-04-28,158.91964721679688,159.7774031846445,155.4718267417904,159.7774031846445,1217192
2015-04-29,155.93429565429688,159.77736798015854,155.57270040173333,159.77736798015854,1003919
2015-04-30,155.56431579589844,156.15296676664798,153.4703864517728,155.58954277809994,657522
2015-05-04,162.19931030273438,162.88046460605693,155.62320203624375,155.65684657288966,1202517
2015-05-05,156.17822265625,162.93091988347058,155.74093349777056,162.72068643845964,1145223
2015-05-06,155.9595947265625,158.1796595382886,154.94205914002336,158.08715630314867,593888
2015-05-07,158.5916748046875,159.76057207104557,155.73250551236148,155.95956119190708,417889
2015-05-08,159.5503387451172,161.45085701736002,158.60009244062502,158.60009244062502,811815
2015-05-11,157.3975830078125,160.60995638915676,156.0100473246104,160.34085140508037,530085
2015-05-12,160.98838806152344,161.20702625639694,157.39759671137338,157.39759671137338,714011
2015-05-13,162.14047241210938,162.28342964343037,159.77745007200065,160.98839700981827,928818
2015-05-14,158.8860321044922,162.4600007067923,158.51601918436953,161.8797543394755,835171
2015-05-15,163.385009765625,163.5616114959339,158.9280712343821,158.9280712343821,1323292
2015-05-18,163.46066284179688,163.56157075876638,159.73532065026927,162.13198633131344,594459
2015-05-19,165.71437072753906,166.08438355916178,155.66521692155086,155.66521692155086,900185
2015-05-20,167.34585571289062,167.59813846370915,165.43693205737858,165.69761952829205,1054901
2015-05-21,166.89169311523438,168.16149827151398,164.90708924397472,167.34579162750288,1045999
2015-05-22,165.9246368408203,167.3458169372174,165.45371599194735,166.41237995761895,425673
2015-05-25,165.65554809570312,166.50488658465179,165.28553518356514,166.08441969933702,59794
2015-05-26,164.20069885253906,165.6975597136459,163.54477163617221,165.05845476302997,837404
2015-05-27,166.94216918945312,167.16080734185294,163.70456916688102,163.98207884009838,651699
2015-05-28,167.850341796875,168.18671008439273,166.14324771604862,166.93371447487803,723274
2015-05-29,170.99546813964844,171.55048750233564,166.496480210502,166.9253518098707,3539507
2015-06-01,167.42149353027344,170.70954750013834,167.00102666450954,170.28908063437444,788902
2015-06-02,166.97579956054688,169.38087054427402,166.00031335307594,167.34581245521727,740765
2015-06-03,170.23020935058594,170.7011430194656,166.50487907392272,167.55604623979343,921527
2015-06-04,170.09568786621094,171.95414442818148,169.22110950511626,170.919799419386,1541242
2015-06-05,168.169921875,171.5084297727545,168.01855996445448,170.03679576150964,384732
2015-06-08,170.5666046142578,170.71796653944781,166.92535971148604,166.92535971148604,417477
2015-06-09,169.91065979003906,172.38300696677084,168.61561468240328,171.12160639346934,741983
2015-06-10,171.2393341064453,171.97094232218336,168.6156122266816,169.2799570379911,933902
2015-06-11,170.19656372070312,171.9625295475163,169.66677140633328,171.7522961315447,544061
2015-06-12,172.0634765625,172.39144025264218,169.02770483307842,171.54210167858994,811227
2015-06-15,171.26454162597656,172.38298486402738,169.86858875758577,172.38298486402738,439568
2015-06-16,173.0052490234375,174.04801120489105,170.17971189037584,170.54131997547452,587182
2015-06-17,171.01231384277344,173.56874718447165,170.46571195504796,173.56874718447165,657954
2015-06-18,169.1117706298828,171.012276154821,168.1867384358338,171.012276154821,1281295
2015-06-19,168.11105346679688,170.61703221676424,167.74104059801724,170.61703221676424,1083079
2015-06-22,169.23788452148438,169.86858471224767,167.83352696984682,168.1867175368789,675012
2015-06-23,171.2224884033203,171.90364255668848,168.92674330043508,169.70040066176858,331289
2015-06-24,171.21414184570312,171.55051026258457,168.85952443263525,169.53227409803074,617610
2015-06-25,167.78309631347656,171.7523044252181,167.3542119119415,171.55047571675277,817993
2015-06-26,170.25543212890625,170.70112593610102,167.80831213206986,168.17832499048723,788985
2015-06-29,169.86019897460938,170.03678786204193,167.85036798874597,168.0521838600975,448288
2015-06-30,169.84336853027344,170.88613086469005,168.3128631441924,168.9603856407366,1589308
2015-07-01,166.94216918945312,171.1300156100514,166.7487451910216,170.70954874123063,590459
2015-07-02,166.90850830078125,169.01925998769664,166.1012191774555,167.00942906491892,703798
2015-07-03,168.7227325439453,169.5196362576791,167.86647888152942,168.28188971457814,232629
2015-07-06,166.44227600097656,168.14628485009337,165.9166640341261,168.0191248374398,357568
2015-07-07,170.29962158203125,170.56242756389423,166.0777280842648,166.2472920146773,593758
2015-07-08,170.91000366210938,171.50343856967635,168.70580207867692,170.06223581246778,619943
2015-07-09,166.40830993652344,171.24906901483132,165.13665843393807,168.70576600966055,753239
2015-07-10,168.80752563476562,169.15511354858182,166.6965920237428,169.12968154863532,965381
2015-07-13,170.62173461914062,171.12192742853415,167.49348245276607,168.79056608992147,880668
2015-07-14,169.4772186279297,171.130362808146,169.10419882605387,170.31650024624366,518102
2015-07-15,170.15548706054688,171.0371599130315,168.45146544116665,169.28227429353436,357562
2015-07-16,171.42710876464844,171.87642460148643,169.3161625783639,169.3161625783639,611132
2015-07-17,172.29185485839844,172.56314677699808,169.82486027017512,171.24910403509125,305417
2015-07-20,171.66452026367188,173.368529021577,170.74044345617642,172.29186020706516,327039
2015-07-21,174.8944549560547,175.06400588546944,171.48642565041925,172.69025406594272,573540
2015-07-22,168.8498992919922,174.49603554730098,168.28189645827086,173.79238677050643,559706
2015-07-23,177.43783569335938,178.7179606493804,169.75706008540845,171.66453798549873,1148946
2015-07-24,178.76034545898438,179.33682143963688,177.437829563688,177.437829563688,1069737
2015-07-27,174.52146911621094,177.98036308027073,173.55501440095225,176.3356915794477,407548
2015-07-28,173.46177673339844,177.43780993775565,171.87645502604045,174.6401735031923,724347
2015-07-29,173.82630920410156,176.79349659258995,172.94463635760846,173.46177524846712,536149
2015-07-30,176.29331970214844,176.66633962141233,174.01282214330297,174.01282214330297,761744
2015-07-31,178.97225952148438,179.71829931974852,176.32722814350774,176.38656516241878,1233517
2015-08-03,178.3025360107422,179.0485629038691,177.53953720306924,178.97226690387495,1718107
2015-08-04,181.8037872314453,184.17753946419558,176.47980691840021,177.18345568707423,859857
2015-08-05,185.35592651367188,186.1613032289031,180.89667313829176,182.10897472110884,782704
2015-08-06,186.96670532226562,188.11967005018144,184.982931770618,185.3389926950745,716370
2015-08-07,183.5841064453125,187.83990411662964,180.1591175360598,187.83141816025886,763037
2015-08-10,182.7278594970703,184.42339503747,180.27781115862922,183.3297803057124,646327
2015-08-11,184.20297241210938,185.7289569221767,181.11709837437724,182.18528106346983,713065
2015-08-12,181.84617614746094,184.202969376877,180.99840842649377,184.202969376877,562749
2015-08-13,186.03416442871094,186.50891231759198,181.812284490122,181.84618950965216,710358
2015-08-14,187.3142852783203,188.2044440196492,185.24572985989036,185.7459226730356,610581
